State,year,sector,gdp
Uttar Pradesh,2009,Manufacturing,44781
Uttar Pradesh,2010,Manufacturing,51658
Uttar Pradesh,2011,Manufacturing,55952
Uttar Pradesh,2012,Manufacturing,55411
Uttar Pradesh,2013,Manufacturing,56036
Uttar Pradesh,2014,Manufacturing,55625
Uttarakhand,2005,Manufacturing,3156
Uttarakhand,2006,Manufacturing,4628
Uttarakhand,2007,Manufacturing,5855
Uttarakhand,2008,Manufacturing,8552
Uttarakhand,2009,Manufacturing,10344
Uttarakhand,2010,Manufacturing,12872
Uttarakhand,2011,Manufacturing,14662
Uttarakhand,2012,Manufacturing,16214
Uttarakhand,2013,Manufacturing,17249
Uttarakhand,2014,Manufacturing,17783
West Bengal,2005,Manufacturing,23262
West Bengal,2006,Manufacturing,22723
West Bengal,2007,Manufacturing,25433
West Bengal,2008,Manufacturing,28736
West Bengal,2009,Manufacturing,28991
West Bengal,2010,Manufacturing,32421
West Bengal,2011,Manufacturing,34479
West Bengal,2012,Manufacturing,33362
West Bengal,2013,Manufacturing,35524
West Bengal,2014,Manufacturing,37460
A&N Islands,2005,Mining.and.Quarrying,5
A&N Islands,2006,Mining.and.Quarrying,10
A&N Islands,2007,Mining.and.Quarrying,17
A&N Islands,2008,Mining.and.Quarrying,19
A&N Islands,2009,Mining.and.Quarrying,17
A&N Islands,2010,Mining.and.Quarrying,13
A&N Islands,2011,Mining.and.Quarrying,12
A&N Islands,2012,Mining.and.Quarrying,9
A&N Islands,2013,Mining.and.Quarrying,10
A&N Islands,2014,Mining.and.Quarrying,11
Andhra Pradesh,2005,Mining.and.Quarrying,6271
Andhra Pradesh,2006,Mining.and.Quarrying,6931
Andhra Pradesh,2007,Mining.and.Quarrying,10350
Andhra Pradesh,2008,Mining.and.Quarrying,11090
Andhra Pradesh,2009,Mining.and.Quarrying,9366
Andhra Pradesh,2010,Mining.and.Quarrying,9899
Andhra Pradesh,2011,Mining.and.Quarrying,10803
Andhra Pradesh,2012,Mining.and.Quarrying,10926
Andhra Pradesh,2013,Mining.and.Quarrying,11704
Andhra Pradesh,2014,Mining.and.Quarrying,10391
Arunachal Pradesh,2005,Mining.and.Quarrying,79
Arunachal Pradesh,2006,Mining.and.Quarrying,98
Arunachal Pradesh,2007,Mining.and.Quarrying,95
Arunachal Pradesh,2008,Mining.and.Quarrying,105
Arunachal Pradesh,2009,Mining.and.Quarrying,108
Arunachal Pradesh,2010,Mining.and.Quarrying,140
Arunachal Pradesh,2011,Mining.and.Quarrying,138
Arunachal Pradesh,2012,Mining.and.Quarrying,130
Arunachal Pradesh,2013,Mining.and.Quarrying,110
Arunachal Pradesh,2014,Mining.and.Quarrying,114
Assam,2005,Mining.and.Quarrying,4679
Assam,2006,Mining.and.Quarrying,4766
Assam,2007,Mining.and.Quarrying,4830
Assam,2008,Mining.and.Quarrying,5022
Assam,2009,Mining.and.Quarrying,4223
Assam,2010,Mining.and.Quarrying,4340
Assam,2011,Mining.and.Quarrying,4247
Assam,2012,Mining.and.Quarrying,4351
Assam,2013,Mining.and.Quarrying,4449
Assam,2014,Mining.and.Quarrying,4541
Bihar,2005,Mining.and.Quarrying,42
Bihar,2006,Mining.and.Quarrying,70
Bihar,2007,Mining.and.Quarrying,58
Bihar,2008,Mining.and.Quarrying,57
Bihar,2009,Mining.and.Quarrying,126
Bihar,2010,Mining.and.Quarrying,92
Bihar,2011,Mining.and.Quarrying,93
Bihar,2012,Mining.and.Quarrying,104
Bihar,2013,Mining.and.Quarrying,92
Bihar,2014,Mining.and.Quarrying,92
Chandigarh,2005,Mining.and.Quarrying,0
Chandigarh,2006,Mining.and.Quarrying,0
Chandigarh,2007,Mining.and.Quarrying,0
Chandigarh,2008,Mining.and.Quarrying,0
Chandigarh,2009,Mining.and.Quarrying,0
Chandigarh,2010,Mining.and.Quarrying,0
Chandigarh,2011,Mining.and.Quarrying,0
Chandigarh,2012,Mining.and.Quarrying,0
Chandigarh,2013,Mining.and.Quarrying,0
Chandigarh,2014,Mining.and.Quarrying,0
Chhattisgarh,2005,Mining.and.Quarrying,5367
Chhattisgarh,2006,Mining.and.Quarrying,5719
Chhattisgarh,2007,Mining.and.Quarrying,6401
Chhattisgarh,2008,Mining.and.Quarrying,6717
Chhattisgarh,2009,Mining.and.Quarrying,7405
Chhattisgarh,2010,Mining.and.Quarrying,7584
Chhattisgarh,2011,Mining.and.Quarrying,8024
Chhattisgarh,2012,Mining.and.Quarrying,8338
Chhattisgarh,2013,Mining.and.Quarrying,8372
Chhattisgarh,2014,Mining.and.Quarrying,9296
Goa,2005,Mining.and.Quarrying,562
Goa,2006,Mining.and.Quarrying,595
Goa,2007,Mining.and.Quarrying,934
Goa,2008,Mining.and.Quarrying,948
Goa,2009,Mining.and.Quarrying,1116
Goa,2010,Mining.and.Quarrying,1391
Goa,2011,Mining.and.Quarrying,1293
Goa,2012,Mining.and.Quarrying,1251
Goa,2013,Mining.and.Quarrying,393
Gujarat,2005,Mining.and.Quarrying,7026
Gujarat,2006,Mining.and.Quarrying,7186
Gujarat,2007,Mining.and.Quarrying,7239
Gujarat,2008,Mining.and.Quarrying,7283
Gujarat,2009,Mining.and.Quarrying,6895
Gujarat,2010,Mining.and.Quarrying,6951
Gujarat,2011,Mining.and.Quarrying,7201
Gujarat,2012,Mining.and.Quarrying,7276
Gujarat,2013,Mining.and.Quarrying,6918
Haryana,2005,Mining.and.Quarrying,195
Haryana,2006,Mining.and.Quarrying,359
Haryana,2007,Mining.and.Quarrying,343
Haryana,2008,Mining.and.Quarrying,356
Haryana,2009,Mining.and.Quarrying,328
Haryana,2010,Mining.and.Quarrying,166
Haryana,2011,Mining.and.Quarrying,68
Haryana,2012,Mining.and.Quarrying,78
Haryana,2013,Mining.and.Quarrying,67
Haryana,2014,Mining.and.Quarrying,67
Himachal Pradesh,2005,Mining.and.Quarrying,64
Himachal Pradesh,2006,Mining.and.Quarrying,66
Himachal Pradesh,2007,Mining.and.Quarrying,72
Himachal Pradesh,2008,Mining.and.Quarrying,70
Himachal Pradesh,2009,Mining.and.Quarrying,76
Himachal Pradesh,2010,Mining.and.Quarrying,138
Himachal Pradesh,2011,Mining.and.Quarrying,150
Himachal Pradesh,2012,Mining.and.Quarrying,133
Himachal Pradesh,2013,Mining.and.Quarrying,149
Himachal Pradesh,2014,Mining.and.Quarrying,150
Jammu Kashmir,2005,Mining.and.Quarrying,28
Jammu Kashmir,2006,Mining.and.Quarrying,41
Jammu Kashmir,2007,Mining.and.Quarrying,58
Jammu Kashmir,2008,Mining.and.Quarrying,66
Jammu Kashmir,2009,Mining.and.Quarrying,86
Jammu Kashmir,2010,Mining.and.Quarrying,79
Jammu Kashmir,2011,Mining.and.Quarrying,84
Jammu Kashmir,2012,Mining.and.Quarrying,90
Jammu Kashmir,2013,Mining.and.Quarrying,273
Jammu Kashmir,2014,Mining.and.Quarrying,503
Jharkhand,2005,Mining.and.Quarrying,31162
Jharkhand,2006,Mining.and.Quarrying,27327
Jharkhand,2007,Mining.and.Quarrying,25656
Jharkhand,2008,Mining.and.Quarrying,34380
Jharkhand,2009,Mining.and.Quarrying,29029
Jharkhand,2010,Mining.and.Quarrying,30982
Jharkhand,2011,Mining.and.Quarrying,37585
Jharkhand,2012,Mining.and.Quarrying,37367
Jharkhand,2013,Mining.and.Quarrying,38697
Jharkhand,2014,Mining.and.Quarrying,41025
Karnataka,2005,Mining.and.Quarrying,1926
Karnataka,2006,Mining.and.Quarrying,1882
Karnataka,2007,Mining.and.Quarrying,1978
Karnataka,2008,Mining.and.Quarrying,2813
Karnataka,2009,Mining.and.Quarrying,2716
Karnataka,2010,Mining.and.Quarrying,2448
Karnataka,2011,Mining.and.Quarrying,2385
Karnataka,2012,Mining.and.Quarrying,1233
Karnataka,2013,Mining.and.Quarrying,1249
Karnataka,2014,Mining.and.Quarrying,1272
Kerala,2005,Mining.and.Quarrying,458
Kerala,2006,Mining.and.Quarrying,585
Kerala,2007,Mining.and.Quarrying,530
Kerala,2008,Mining.and.Quarrying,547
Kerala,2009,Mining.and.Quarrying,600
Kerala,2010,Mining.and.Quarrying,807
Kerala,2011,Mining.and.Quarrying,740
Kerala,2012,Mining.and.Quarrying,873
Kerala,2013,Mining.and.Quarrying,847
Madhya Pradesh,2005,Mining.and.Quarrying,5449
Madhya Pradesh,2006,Mining.and.Quarrying,5497
Madhya Pradesh,2007,Mining.and.Quarrying,5989
Madhya Pradesh,2008,Mining.and.Quarrying,6658
Madhya Pradesh,2009,Mining.and.Quarrying,7073
Madhya Pradesh,2010,Mining.and.Quarrying,7332
Madhya Pradesh,2011,Mining.and.Quarrying,7101
Madhya Pradesh,2012,Mining.and.Quarrying,7228
Madhya Pradesh,2013,Mining.and.Quarrying,7922
Madhya Pradesh,2014,Mining.and.Quarrying,7748
Maharashtra,2005,Mining.and.Quarrying,3491
Maharashtra,2006,Mining.and.Quarrying,3573
Maharashtra,2007,Mining.and.Quarrying,3665
Maharashtra,2008,Mining.and.Quarrying,3694
Maharashtra,2009,Mining.and.Quarrying,3571
Maharashtra,2010,Mining.and.Quarrying,3759
Maharashtra,2011,Mining.and.Quarrying,3897
Maharashtra,2012,Mining.and.Quarrying,4133
Maharashtra,2013,Mining.and.Quarrying,4192
Maharashtra,2014,Mining.and.Quarrying,4151
Meghalaya,2005,Mining.and.Quarrying,613
Meghalaya,2006,Mining.and.Quarrying,617
Meghalaya,2007,Mining.and.Quarrying,651
Meghalaya,2008,Mining.and.Quarrying,738
Meghalaya,2009,Mining.and.Quarrying,634
Meghalaya,2010,Mining.and.Quarrying,666
Meghalaya,2011,Mining.and.Quarrying,777
Meghalaya,2012,Mining.and.Quarrying,835
Meghalaya,2013,Mining.and.Quarrying,659
Meghalaya,2014,Mining.and.Quarrying,667
Mizoram,2005,Mining.and.Quarrying,8
Mizoram,2006,Mining.and.Quarrying,6
Mizoram,2007,Mining.and.Quarrying,10
Mizoram,2008,Mining.and.Quarrying,14
Mizoram,2009,Mining.and.Quarrying,20
Mizoram,2010,Mining.and.Quarrying,12
Mizoram,2011,Mining.and.Quarrying,13
Mizoram,2012,Mining.and.Quarrying,17
Mizoram,2013,Mining.and.Quarrying,11
Nagaland,2005,Mining.and.Quarrying,7
Nagaland,2006,Mining.and.Quarrying,8
Nagaland,2007,Mining.and.Quarrying,9
Nagaland,2008,Mining.and.Quarrying,10
Nagaland,2009,Mining.and.Quarrying,11
Nagaland,2010,Mining.and.Quarrying,12
Nagaland,2011,Mining.and.Quarrying,12
Nagaland,2012,Mining.and.Quarrying,13
Nagaland,2013,Mining.and.Quarrying,13
Nagaland,2014,Mining.and.Quarrying,13
Odisha,2005,Mining.and.Quarrying,5862
Odisha,2006,Mining.and.Quarrying,6371
Odisha,2007,Mining.and.Quarrying,7643
Odisha,2008,Mining.and.Quarrying,7944
Odisha,2009,Mining.and.Quarrying,8655
Odisha,2010,Mining.and.Quarrying,9130
Odisha,2011,Mining.and.Quarrying,8748
Odisha,2012,Mining.and.Quarrying,8140
Odisha,2013,Mining.and.Quarrying,8165
Odisha,2014,Mining.and.Quarrying,8669
Punjab,2005,Mining.and.Quarrying,22
Punjab,2006,Mining.and.Quarrying,22
Punjab,2007,Mining.and.Quarrying,22
Punjab,2008,Mining.and.Quarrying,27
Punjab,2009,Mining.and.Quarrying,33
Punjab,2010,Mining.and.Quarrying,28
Punjab,2011,Mining.and.Quarrying,31
Punjab,2012,Mining.and.Quarrying,18
Punjab,2013,Mining.and.Quarrying,11
Punjab,2014,Mining.and.Quarrying,12
Rajasthan,2005,Mining.and.Quarrying,2717
Rajasthan,2006,Mining.and.Quarrying,2866
Rajasthan,2007,Mining.and.Quarrying,4097
Rajasthan,2008,Mining.and.Quarrying,4405
Rajasthan,2009,Mining.and.Quarrying,4109
Rajasthan,2010,Mining.and.Quarrying,4894
Rajasthan,2011,Mining.and.Quarrying,8080
Rajasthan,2012,Mining.and.Quarrying,9776
Rajasthan,2013,Mining.and.Quarrying,11827
Rajasthan,2014,Mining.and.Quarrying,13324
Sikkim,2005,Mining.and.Quarrying,2
Sikkim,2006,Mining.and.Quarrying,2
Sikkim,2007,Mining.and.Quarrying,2
Sikkim,2008,Mining.and.Quarrying,2
Sikkim,2009,Mining.and.Quarrying,4
Sikkim,2010,Mining.and.Quarrying,4
Sikkim,2011,Mining.and.Quarrying,5
Sikkim,2012,Mining.and.Quarrying,7
Sikkim,2013,Mining.and.Quarrying,12
Sikkim,2014,Mining.and.Quarrying,15
Tamil Nadu,2005,Mining.and.Quarrying,1633
Tamil Nadu,2006,Mining.and.Quarrying,1554
Tamil Nadu,2007,Mining.and.Quarrying,1622
Tamil Nadu,2008,Mining.and.Quarrying,1641
Tamil Nadu,2009,Mining.and.Quarrying,1611
Tamil Nadu,2010,Mining.and.Quarrying,1761
Tamil Nadu,2011,Mining.and.Quarrying,1816
Tamil Nadu,2012,Mining.and.Quarrying,2055
Tamil Nadu,2013,Mining.and.Quarrying,2178
Tamil Nadu,2014,Mining.and.Quarrying,2309
Tripura,2005,Mining.and.Quarrying,128
Tripura,2006,Mining.and.Quarrying,131
Tripura,2007,Mining.and.Quarrying,142
Tripura,2008,Mining.and.Quarrying,146
Tripura,2009,Mining.and.Quarrying,165
Tripura,2010,Mining.and.Quarrying,182
Tripura,2011,Mining.and.Quarrying,244
Tripura,2012,Mining.and.Quarrying,263
Tripura,2013,Mining.and.Quarrying,288
Uttar Pradesh,2005,Mining.and.Quarrying,2739
Uttar Pradesh,2006,Mining.and.Quarrying,3242
Uttar Pradesh,2007,Mining.and.Quarrying,3293
Uttar Pradesh,2008,Mining.and.Quarrying,3165
Uttar Pradesh,2009,Mining.and.Quarrying,3635
Uttar Pradesh,2010,Mining.and.Quarrying,3091
Uttar Pradesh,2011,Mining.and.Quarrying,3547
Uttar Pradesh,2012,Mining.and.Quarrying,2473
Uttar Pradesh,2013,Mining.and.Quarrying,2315
Uttar Pradesh,2014,Mining.and.Quarrying,2218
Uttarakhand,2005,Mining.and.Quarrying,299
Uttarakhand,2006,Mining.and.Quarrying,396
Uttarakhand,2007,Mining.and.Quarrying,378
Uttarakhand,2008,Mining.and.Quarrying,384
Uttarakhand,2009,Mining.and.Quarrying,313
Uttarakhand,2010,Mining.and.Quarrying,268
Uttarakhand,2011,Mining.and.Quarrying,340
Uttarakhand,2012,Mining.and.Quarrying,367
Uttarakhand,2013,Mining.and.Quarrying,395
Uttarakhand,2014,Mining.and.Quarrying,426
West Bengal,2005,Mining.and.Quarrying,2849
West Bengal,2006,Mining.and.Quarrying,2859
West Bengal,2007,Mining.and.Quarrying,2987
West Bengal,2008,Mining.and.Quarrying,2597
West Bengal,2009,Mining.and.Quarrying,2673
West Bengal,2010,Mining.and.Quarrying,2668
West Bengal,2011,Mining.and.Quarrying,2537
West Bengal,2012,Mining.and.Quarrying,2873
West Bengal,2013,Mining.and.Quarrying,3125
West Bengal,2014,Mining.and.Quarrying,3368
A&N Islands,2005,Services,1014
A&N Islands,2006,Services,1087
A&N Islands,2007,Services,1113
A&N Islands,2008,Services,1197
A&N Islands,2009,Services,1688
A&N Islands,2010,Services,2060
A&N Islands,2011,Services,2264
A&N Islands,2012,Services,2521
A&N Islands,2013,Services,2739
A&N Islands,2014,Services,2920
Andhra Pradesh,2005,Services,113812
Andhra Pradesh,2006,Services,126379
Andhra Pradesh,2007,Services,142153
Andhra Pradesh,2008,Services,156795
Andhra Pradesh,2009,Services,171740
Andhra Pradesh,2010,Services,183874
Andhra Pradesh,2011,Services,211533
Andhra Pradesh,2012,Services,228737
Andhra Pradesh,2013,Services,244633
Andhra Pradesh,2014,Services,262256
Arunachal Pradesh,2005,Services,1150
Arunachal Pradesh,2006,Services,1227
Arunachal Pradesh,2007,Services,1331
Arunachal Pradesh,2008,Services,1435
Arunachal Pradesh,2009,Services,1606
Arunachal Pradesh,2010,Services,2160
Arunachal Pradesh,2011,Services,1986
Arunachal Pradesh,2012,Services,2155
Arunachal Pradesh,2013,Services,2183
Arunachal Pradesh,2014,Services,2381
Assam,2005,Services,25037
Assam,2006,Services,27022
Assam,2007,Services,29332
Assam,2008,Services,31617
Assam,2009,Services,33809
Assam,2010,Services,37193
Assam,2011,Services,41549
Assam,2012,Services,44123
Assam,2013,Services,47571
Assam,2014,Services,50880
Bihar,2005,Services,42545
Bihar,2006,Services,43003
Bihar,2007,Services,48153
Bihar,2008,Services,52453
Bihar,2009,Services,58771
Bihar,2010,Services,65920
Bihar,2011,Services,72517
Bihar,2012,Services,81290
Bihar,2013,Services,93476
Bihar,2014,Services,109613
Chandigarh,2005,Services,6975
Chandigarh,2006,Services,7777
Chandigarh,2007,Services,8603
Chandigarh,2008,Services,9307
Chandigarh,2009,Services,10849
Chandigarh,2010,Services,11203
Chandigarh,2011,Services,11453
Chandigarh,2012,Services,11828
Chandigarh,2013,Services,12350
Chandigarh,2014,Services,13709
Chhattisgarh,2005,Services,16482
Chhattisgarh,2006,Services,17539
Chhattisgarh,2007,Services,19536
Chhattisgarh,2008,Services,21466
Chhattisgarh,2009,Services,23979
Chhattisgarh,2010,Services,26264
Chhattisgarh,2011,Services,30316
Chhattisgarh,2012,Services,32066
Chhattisgarh,2013,Services,34077
Chhattisgarh,2014,Services,36848
Goa,2005,Services,5745
Goa,2006,Services,6176
Goa,2007,Services,6829
Goa,2008,Services,7368
Goa,2009,Services,8496
Goa,2010,Services,9430
Goa,2011,Services,11813
Goa,2012,Services,16014
Goa,2013,Services,17657
Gujarat,2005,Services,89321
Gujarat,2006,Services,100263
Gujarat,2007,Services,111383
Gujarat,2008,Services,124747
Gujarat,2009,Services,139564
Gujarat,2010,Services,148059
Gujarat,2011,Services,168237
Gujarat,2012,Services,188383
Gujarat,2013,Services,212301
Haryana,2005,Services,42152
Haryana,2006,Services,48688
Haryana,2007,Services,54198
Haryana,2008,Services,61577
Haryana,2009,Services,68705
Haryana,2010,Services,80383
Haryana,2011,Services,87741
Haryana,2012,Services,96354
Haryana,2013,Services,104301
Haryana,2014,Services,113590
Himachal Pradesh,2005,Services,8703
Himachal Pradesh,2006,Services,9569
Himachal Pradesh,2007,Services,10629
Himachal Pradesh,2008,Services,11428
Himachal Pradesh,2009,Services,12604
Himachal Pradesh,2010,Services,14167
Himachal Pradesh,2011,Services,15572
Himachal Pradesh,2012,Services,17858
Himachal Pradesh,2013,Services,19172
Himachal Pradesh,2014,Services,20484
Jammu Kashmir,2005,Services,11935
Jammu Kashmir,2006,Services,13138
Jammu Kashmir,2007,Services,13988
Jammu Kashmir,2008,Services,15288
Jammu Kashmir,2009,Services,17054
Jammu Kashmir,2010,Services,18237
Jammu Kashmir,2011,Services,19864
Jammu Kashmir,2012,Services,22303
Jammu Kashmir,2013,Services,23987
Jammu Kashmir,2014,Services,25669
Jharkhand,2005,Services,20129
Jharkhand,2006,Services,15597
Jharkhand,2007,Services,13653
Jharkhand,2008,Services,21985
Jharkhand,2009,Services,14998
Jharkhand,2010,Services,15773
Jharkhand,2011,Services,19290
Jharkhand,2012,Services,16692
Jharkhand,2013,Services,17808
Jharkhand,2014,Services,18378
Karnataka,2005,Services,85069
Karnataka,2006,Services,95277
Karnataka,2007,Services,105307
Karnataka,2008,Services,119788
Karnataka,2009,Services,131509
Karnataka,2010,Services,134211
Karnataka,2011,Services,145895
Karnataka,2012,Services,156521
Karnataka,2013,Services,172961
Karnataka,2014,Services,186785
Kerala,2005,Services,71071
Kerala,2006,Services,79354
Kerala,2007,Services,89082
Kerala,2008,Services,99262
Kerala,2009,Services,107274
Kerala,2010,Services,119792
Kerala,2011,Services,128289
Kerala,2012,Services,140353
Kerala,2013,Services,148019
Madhya Pradesh,2005,Services,51031
Madhya Pradesh,2006,Services,53382
Madhya Pradesh,2007,Services,58210
Madhya Pradesh,2008,Services,62585
Madhya Pradesh,2009,Services,69030
Madhya Pradesh,2010,Services,77135
Madhya Pradesh,2011,Services,84156
Madhya Pradesh,2012,Services,91417
Madhya Pradesh,2013,Services,98824
Madhya Pradesh,2014,Services,108248
Maharashtra,2005,Services,247531
Maharashtra,2006,Services,275559
Maharashtra,2007,Services,309258
Maharashtra,2008,Services,341857
Maharashtra,2009,Services,369062
Maharashtra,2010,Services,412352
Maharashtra,2011,Services,448743
Maharashtra,2012,Services,483621
Maharashtra,2013,Services,526105
Maharashtra,2014,Services,574869
Manipur,2005,Services,1981
Manipur,2006,Services,2172
Manipur,2007,Services,2232
Manipur,2008,Services,2375
Manipur,2009,Services,2582
Manipur,2010,Services,2658
Manipur,2011,Services,3280
Manipur,2012,Services,3813
Manipur,2013,Services,4024
Meghalaya,2005,Services,3320
Meghalaya,2006,Services,3612
Meghalaya,2007,Services,3897
Meghalaya,2008,Services,4061
Meghalaya,2009,Services,4619
Meghalaya,2010,Services,5006
Meghalaya,2011,Services,5604
Meghalaya,2012,Services,6061
Meghalaya,2013,Services,6337
Meghalaya,2014,Services,7280
Mizoram,2005,Services,1606
Mizoram,2006,Services,1657
Mizoram,2007,Services,1785
Mizoram,2008,Services,1950
Mizoram,2009,Services,2197
Mizoram,2010,Services,2563
Mizoram,2011,Services,3116
Mizoram,2012,Services,3002
Mizoram,2013,Services,3335
Nagaland,2005,Services,3057
Nagaland,2006,Services,3475
Nagaland,2007,Services,3826
Nagaland,2008,Services,4219
Nagaland,2009,Services,4359
Nagaland,2010,Services,4743
Nagaland,2011,Services,5544
Nagaland,2012,Services,6027
Nagaland,2013,Services,6457
Nagaland,2014,Services,6931
NCT of Delhi,2005,Services,80727
NCT of Delhi,2006,Services,89824
NCT of Delhi,2007,Services,102096
NCT of Delhi,2008,Services,114943
NCT of Delhi,2009,Services,131505
NCT of Delhi,2010,Services,143869
NCT of Delhi,2011,Services,157393
NCT of Delhi,2012,Services,175038
NCT of Delhi,2013,Services,193070
NCT of Delhi,2014,Services,212918
Odisha,2005,Services,32951
Odisha,2006,Services,36057
Odisha,2007,Services,40425
Odisha,2008,Services,43912
Odisha,2009,Services,49466
Odisha,2010,Services,53998
Odisha,2011,Services,59639
Odisha,2012,Services,63254
Odisha,2013,Services,67111
Odisha,2014,Services,72914
Puducherry,2005,Services,2561
Puducherry,2006,Services,2998
Puducherry,2007,Services,3469
Puducherry,2008,Services,3873
Puducherry,2009,Services,4187
Puducherry,2010,Services,5060
Puducherry,2011,Services,5881
Puducherry,2012,Services,6423
Puducherry,2013,Services,7590
Puducherry,2014,Services,8492
Punjab,2005,Services,41247
Punjab,2006,Services,43988
Punjab,2007,Services,47810
Punjab,2008,Services,51405
Punjab,2009,Services,56322
Punjab,2010,Services,61184
Punjab,2011,Services,66963
Punjab,2012,Services,74878
Punjab,2013,Services,80835
Punjab,2014,Services,88091
Rajasthan,2005,Services,55978
Rajasthan,2006,Services,61072
Rajasthan,2007,Services,67014
Rajasthan,2008,Services,72965
Rajasthan,2009,Services,82373
Rajasthan,2010,Services,89212
Rajasthan,2011,Services,100232
Rajasthan,2012,Services,110045
Rajasthan,2013,Services,117146
Rajasthan,2014,Services,125406
Sikkim,2005,Services,914
Sikkim,2006,Services,1012
Sikkim,2007,Services,1087
Sikkim,2008,Services,1168
Sikkim,2009,Services,1280
Sikkim,2010,Services,1594
Sikkim,2011,Services,1552
Sikkim,2012,Services,1610
Sikkim,2013,Services,1730
Sikkim,2014,Services,1841
Tamil Nadu,2005,Services,125329
Tamil Nadu,2006,Services,142904
Tamil Nadu,2007,Services,166586
Tamil Nadu,2008,Services,182131
Tamil Nadu,2009,Services,201369
Tamil Nadu,2010,Services,215260
Tamil Nadu,2011,Services,242823
Tamil Nadu,2012,Services,264118
Tamil Nadu,2013,Services,280088
Tamil Nadu,2014,Services,306162
Tripura,2005,Services,4513
Tripura,2006,Services,4733
Tripura,2007,Services,5042
Tripura,2008,Services,5375
Tripura,2009,Services,5985
Tripura,2010,Services,6733
Tripura,2011,Services,7436
Tripura,2012,Services,8346
Tripura,2013,Services,9411
Uttar Pradesh,2005,Services,122610
Uttar Pradesh,2006,Services,131358
Uttar Pradesh,2007,Services,142808
Uttar Pradesh,2008,Services,155396
Uttar Pradesh,2009,Services,173573
Uttar Pradesh,2010,Services,190486
Uttar Pradesh,2011,Services,209131
Uttar Pradesh,2012,Services,225780
Uttar Pradesh,2013,Services,244055
Uttar Pradesh,2014,Services,263867
Uttarakhand,2005,Services,12269
Uttarakhand,2006,Services,14090
Uttarakhand,2007,Services,15882
Uttarakhand,2008,Services,19124
Uttarakhand,2009,Services,22510
Uttarakhand,2010,Services,26829
Uttarakhand,2011,Services,29193
Uttarakhand,2012,Services,31725
Uttarakhand,2013,Services,33723
Uttarakhand,2014,Services,35579
West Bengal,2005,Services,113526
West Bengal,2006,Services,124058
West Bengal,2007,Services,136197
West Bengal,2008,Services,148038
West Bengal,2009,Services,162904
West Bengal,2010,Services,175702
West Bengal,2011,Services,190394
West Bengal,2012,Services,205749
West Bengal,2013,Services,222834
West Bengal,2014,Services,243865
